27,51,26,63,31,52,39,51,47,28,19,57,33,29,0,50,54,15,9,48,34,0,40,18,6,25,23,53,9,5,15,11,3,46,58,61,35,43,34,4,10,13,19,1,38,30,43,63,10,56,24,3,59,49,52,2,21,6,1,14,61,32,12,30
28,3,14,42,20,61,49,51,44,55,19,52,63,8,56,8,46,57,3,24,4,1,43,7,49,60,39,41,60,32,56,11,47,5,33,22,58,54,21,21,10,36,27,7,26,30,13,45,62,58,1,59,44,59,30,18,31,46,40,2,50,51,32,6
28,3,17,42,10,61,40,32,44,47,19,52,63,3,9,8,54,57,51,18,0,14,43,7,49,60,39,41,35,18,15,11,47,1,20,22,9,60,21,21,48,31,27,56,26,30,13,45,62,57,1,2,44,59,30,16,33,20,62,2,29,51,55,23
52,9,3,14,19,52,53,25,61,28,1,27,19,58,54,12,50,44,59,43,58,8,43,7,6,60,61,55,58,29,15,53,41,57,7,4,48,0,61,4,8,31,51,7,57,0,49,45,56,5,47,3,31,2,32,16,48,62,30,30,50,9,5,6
31,51,0,37,20,50,36,51,17,19,54,56,37,0,0,18,50,9,23,18,58,62,36,7,6,60,39,54,61,40,5,53,28,57,33,26,49,59,7,4,32,3,6,1,38,28,13,8,3,2,49,55,31,59,13,16,38,35,30,27,55,15,52,63
4,51,9,35,20,47,31,51,17,28,32,40,37,16,59,58,46,15,21,13,48,61,59,53,43,61,5,38,56,42,1,45,47,56,20,22,10,26,62,4,12,41,6,5,34,25,13,27,2,56,49,17,8,59,50,28,0,35,2,14,44,55,52,6
12,57,38,35,19,52,53,51,27,17,60,3,37,58,10,3,50,44,44,43,4,32,59,18,6,25,16,2,48,5,1,51,61,56,38,45,10,26,61,4,22,2,13,1,57,30,60,45,56,30,47,17,0,32,46,25,31,62,30,16,63,59,49,6
28,9,20,21,21,52,60,26,42,63,54,40,25,8,0,12,46,15,29,44,57,34,18,7,6,30,33,47,17,16,48,3,21,54,1,22,60,59,48,4,30,50,58,52,18,19,10,61,56,49,24,1,53,2,13,54,33,38,23,14,32,18,55,41
28,46,42,14,19,41,31,35,50,26,15,52,7,44,12,3,62,60,55,48,34,13,43,23,6,60,13,22,58,32,1,53,1,1,58,26,9,0,56,4,30,39,37,59,57,46,10,41,56,3,49,45,8,2,40,25,24,62,54,41,50,8,55,22
21,10,14,5,19,61,49,38,14,32,32,8,19,16,0,45,4,15,47,18,49,32,63,23,6,58,1,11,48,10,10,51,35,54,33,26,28,62,43,4,10,7,58,61,57,30,13,60,62,0,24,1,31,42,12,53,38,62,24,27,51,9,39,6
21,47,42,5,56,61,31,51,37,63,32,40,19,16,0,7,4,23,47,44,58,32,63,7,43,25,23,61,56,11,10,8,47,57,2,22,48,60,40,4,10,50,17,59,15,30,10,48,56,2,24,1,31,49,13,16,47,62,59,14,23,37,52,36
12,9,17,45,30,47,53,51,58,47,37,40,33,31,55,12,44,15,63,18,26,62,5,7,62,27,16,38,48,11,1,39,61,56,20,26,35,25,3,4,10,50,58,59,57,0,49,61,56,0,24,55,27,59,32,16,33,38,30,51,57,8,52,36
12,63,52,35,46,29,53,3,37,28,54,3,25,31,55,12,54,60,47,25,58,40,18,53,6,60,63,2,48,5,9,53,21,56,2,60,9,54,43,4,48,62,4,22,18,3,10,45,39,49,51,17,8,59,13,16,21,38,62,14,45,32,32,23
20,11,17,14,46,47,53,26,17,6,13,11,23,26,9,34,4,15,47,18,4,8,63,7,6,21,63,58,29,57,62,53,35,20,2,61,60,0,43,4,48,50,37,61,19,3,10,52,28,49,24,55,31,41,44,25,33,38,58,14,45,32,22,8
23,9,52,9,31,47,60,51,27,19,14,40,63,44,0,11,4,56,59,44,58,32,43,18,6,25,16,42,48,10,62,2,33,5,20,26,28,54,11,4,48,38,13,1,18,30,49,27,53,48,24,21,53,2,14,33,38,7,19,17,16,5,55,63
4,3,14,35,46,61,62,51,37,55,32,11,19,30,6,34,46,15,3,18,58,32,43,7,42,27,21,55,48,5,10,2,1,56,20,22,9,54,43,45,47,51,58,59,28,36,25,41,56,57,24,17,11,63,29,58,33,38,30,55,16,55,52,63
23,9,26,35,56,47,19,51,42,28,22,40,19,44,56,11,46,38,50,8,34,32,5,63,42,60,16,58,38,29,9,0,21,1,56,26,47,54,61,4,52,48,51,5,59,3,13,28,29,53,24,17,58,21,13,54,41,6,24,14,55,8,39,63
4,63,9,35,23,41,53,0,45,19,37,40,14,44,0,11,36,15,57,16,58,62,50,7,6,60,16,22,7,5,51,53,49,46,20,26,9,60,22,4,10,51,51,1,36,14,11,41,56,57,24,17,0,33,46,2,21,62,62,12,48,18,8,52
23,9,52,17,31,41,60,26,17,9,47,40,37,58,56,59,31,15,3,25,4,62,5,7,6,58,13,2,48,32,1,53,47,46,20,7,28,54,43,4,58,57,51,1,18,28,10,61,29,57,24,45,8,59,40,54,33,62,19,50,2,50,39,36
20,14,26,33,23,41,60,0,47,40,37,27,23,11,10,11,9,15,51,18,58,62,18,7,6,60,39,55,6,29,9,53,21,35,20,22,47,62,43,4,10,48,27,1,59,0,10,28,39,53,24,3,8,63,13,54,24,63,30,14,48,32,63,6
59,9,46,35,32,61,62,0,55,26,37,40,23,31,34,34,46,44,50,8,58,22,63,7,6,56,16,2,17,5,1,53,49,54,20,22,48,25,7,4,58,59,51,59,36,30,10,60,29,48,24,55,8,2,13,28,33,62,24,14,45,30,52,11
20,3,32,17,19,41,36,3,47,28,37,40,63,44,34,12,9,15,45,44,4,22,63,18,6,60,16,55,48,29,9,2,49,5,20,26,35,0,43,4,59,62,6,52,18,0,22,46,56,49,1,61,31,21,13,25,60,35,24,27,50,30,39,33
27,3,14,35,20,50,53,51,37,28,4,36,21,6,54,45,46,15,59,44,58,1,43,7,6,42,16,45,48,5,10,0,3,57,7,26,22,26,43,4,10,36,60,1,34,61,25,62,6,49,24,17,8,21,37,16,33,63,30,63,51,8,55,27
20,11,14,5,19,61,36,51,17,28,54,40,37,44,59,11,46,15,50,48,58,7,43,18,16,60,13,55,17,16,29,2,41,1,12,26,9,60,22,4,10,38,6,52,34,30,10,46,62,57,51,55,31,2,13,25,33,63,24,49,29,8,39,63
59,3,14,12,46,41,60,51,1,28,37,40,52,44,5,12,44,15,45,13,34,1,43,49,6,60,16,2,61,63,5,39,61,54,20,26,58,60,43,4,47,51,27,52,36,3,10,48,29,49,54,17,31,21,13,53,18,62,24,14,50,8,22,35
19,63,14,35,27,41,49,45,50,32,47,40,52,58,54,12,46,15,51,8,34,14,43,3,6,38,13,2,24,5,15,2,21,57,7,30,47,54,56,4,10,38,6,59,59,19,10,41,29,48,54,17,31,33,46,16,24,62,30,63,29,9,22,36
20,50,9,35,19,61,31,51,37,19,47,25,63,8,54,41,9,15,3,18,58,32,43,7,6,61,13,2,38,29,42,53,35,1,7,26,60,0,43,4,10,38,51,1,34,61,10,60,29,0,24,17,8,33,46,16,24,35,30,14,29,20,39,6
12,63,14,35,19,41,36,51,17,28,47,40,52,26,34,11,31,15,3,25,15,32,43,49,42,56,39,2,48,5,10,2,55,57,20,22,9,60,56,4,52,38,58,53,49,28,10,41,62,0,24,17,0,49,44,16,21,63,30,12,45,18,39,63
12,63,17,45,52,47,60,32,32,28,37,52,14,46,34,8,46,15,50,16,58,32,57,7,61,27,39,55,62,5,1,53,1,57,2,26,9,25,43,4,10,31,27,1,15,0,25,46,29,5,24,0,3,59,13,54,33,35,24,14,16,30,22,63
19,9,26,14,21,11,53,51,61,28,37,40,63,0,56,12,46,15,3,16,58,14,43,7,6,60,31,40,61,5,52,0,21,57,20,26,9,60,43,4,10,51,5,1,15,46,22,41,29,2,24,17,31,49,46,16,24,35,30,12,50,18,39,1
59,63,14,17,19,61,53,51,17,28,37,40,23,31,6,11,44,15,3,44,58,32,63,7,6,25,63,22,48,5,9,53,47,54,20,26,49,60,43,4,10,50,6,1,34,0,10,28,29,62,24,55,8,33,57,2,33,35,30,14,48,32,52,1
20,11,26,35,46,52,53,51,1,26,32,40,23,53,9,12,59,15,3,25,58,32,43,7,6,21,13,2,62,5,8,2,47,49,20,22,60,62,43,4,52,62,27,1,18,48,10,41,39,57,24,17,31,33,0,16,58,63,30,15,50,37,39,41
59,11,14,35,56,50,34,51,58,28,37,40,23,26,6,12,46,15,47,25,58,32,43,23,6,21,16,42,48,63,10,2,47,56,20,30,9,54,22,4,10,1,60,5,18,3,53,41,29,57,54,17,31,49,13,25,38,62,30,14,39,32,55,44
59,11,17,35,32,50,60,51,47,28,37,40,36,8,6,41,46,15,50,44,58,43,43,3,0,21,61,45,48,5,9,53,21,57,20,26,49,54,7,4,10,1,27,59,18,36,10,61,56,3,24,17,31,41,13,2,26,62,33,12,63,18,55,27
20,3,14,63,56,44,49,51,41,28,37,40,63,58,59,11,11,15,44,16,58,62,43,49,6,60,39,45,48,5,10,53,47,54,20,26,60,0,22,4,10,50,27,1,36,28,13,41,29,2,24,17,0,21,46,54,33,35,30,55,45,6,32,36
19,3,14,35,23,61,40,51,17,40,37,3,37,53,9,11,46,15,51,25,58,14,43,7,6,60,16,2,48,5,10,34,21,57,20,26,27,0,1,4,48,50,6,61,36,28,49,41,29,56,24,55,31,33,13,16,33,63,12,2,39,8,39,44
19,3,14,35,23,61,53,51,17,40,37,3,37,8,54,11,46,15,51,25,58,7,43,24,6,56,16,2,48,5,10,53,21,57,20,26,27,0,7,4,48,50,6,61,36,30,49,41,62,5,24,22,31,33,13,16,38,63,12,63,10,8,39,1
59,3,14,35,56,41,22,11,40,28,37,52,19,31,0,12,46,15,51,44,58,62,43,54,6,60,13,45,48,5,1,53,47,57,7,26,47,54,61,4,10,62,55,53,38,8,10,41,52,57,24,17,3,33,30,2,33,35,30,14,16,18,55,44
37,3,17,35,52,61,53,51,17,28,37,40,23,58,56,12,4,15,18,44,58,32,63,63,6,42,13,53,48,5,10,2,21,54,20,26,9,60,7,4,10,51,27,1,59,48,22,61,29,57,24,55,31,20,13,16,24,35,30,14,50,8,39,1
23,11,14,35,20,61,60,51,61,28,37,40,19,31,56,12,59,15,57,44,58,62,36,54,6,60,16,2,48,5,18,53,21,57,20,26,9,0,43,4,10,50,5,1,36,28,49,46,42,2,24,17,31,33,13,16,0,62,30,14,51,32,52,63
59,3,14,35,46,47,49,51,17,9,37,40,63,16,34,11,46,15,3,37,58,7,43,24,6,61,13,45,62,5,52,2,21,57,7,26,60,20,22,4,30,50,58,1,36,46,10,41,29,56,24,17,31,33,13,54,33,62,30,12,16,18,55,8
59,3,17,35,56,41,53,51,17,28,37,40,23,31,34,12,9,15,57,44,58,7,43,54,6,60,13,53,62,5,18,2,21,57,20,26,9,0,48,4,10,50,55,59,4,28,49,46,56,49,24,61,31,2,13,16,33,62,30,14,61,18,39,52
59,3,14,35,56,47,34,51,41,28,37,40,63,26,9,12,46,15,55,44,58,1,57,7,6,61,39,45,48,5,1,53,21,57,20,26,9,54,43,4,10,62,58,59,36,19,10,61,29,49,24,17,8,20,13,16,24,62,30,63,50,18,55,44
59,47,14,35,56,61,34,51,17,28,37,40,19,0,6,12,46,15,18,44,58,45,43,18,6,61,7,2,48,5,9,53,49,57,20,26,9,54,48,4,10,39,58,61,4,30,10,41,29,56,24,17,8,2,13,16,33,38,30,14,50,32,52,1
59,11,14,35,19,44,36,51,17,28,37,40,63,16,6,12,59,15,45,25,58,32,43,54,6,60,39,2,48,5,52,2,3,57,20,26,9,60,1,4,10,1,58,1,36,46,53,41,56,49,46,55,31,2,13,16,24,62,30,14,29,8,55,44
59,3,14,35,19,47,22,51,41,28,37,40,23,8,34,12,46,15,45,44,15,32,43,7,6,60,13,2,48,5,1,53,21,57,20,26,9,60,43,4,10,50,58,1,36,28,49,60,56,0,24,55,31,33,13,16,33,62,30,14,45,8,39,27
59,3,14,35,19,61,34,51,47,19,37,40,19,1,12,11,46,15,55,44,58,62,43,23,6,60,13,2,48,5,52,53,21,46,38,26,9,60,7,4,10,50,58,1,34,28,10,61,29,32,24,17,3,33,57,16,31,35,30,63,55,18,39,27
20,3,52,35,19,41,34,38,47,19,37,40,23,0,9,11,46,15,45,44,58,32,43,7,6,60,63,2,48,5,18,53,21,57,38,26,60,0,61,4,47,1,58,1,36,30,10,41,56,49,24,17,31,33,13,16,33,62,30,14,61,8,52,44
20,3,52,35,56,61,40,51,41,28,37,40,23,58,9,11,46,15,51,44,58,7,43,63,6,60,13,2,48,5,10,53,21,57,38,26,9,60,43,4,10,50,60,1,59,46,22,41,29,49,24,17,31,2,57,16,33,35,30,14,45,32,55,1
59,3,14,35,19,61,49,51,1,28,37,40,63,44,34,12,46,15,18,44,58,62,43,18,6,60,13,2,48,5,10,53,21,57,20,26,9,54,11,4,10,62,58,1,38,30,49,61,56,3,24,17,31,33,13,16,0,63,30,14,50,18,55,41
59,63,14,35,21,50,34,51,58,28,37,40,19,8,54,12,46,15,44,44,4,32,43,23,6,60,31,2,48,5,52,53,29,57,20,26,9,0,7,4,10,36,58,1,59,46,49,41,56,59,24,55,40,33,13,16,33,62,30,14,50,18,39,44
59,3,14,35,56,61,40,51,17,28,37,40,23,8,56,12,46,15,18,44,58,32,43,7,6,60,13,2,48,5,9,53,21,57,7,26,60,0,43,4,47,51,55,1,36,19,10,61,29,57,24,17,31,49,13,16,33,62,30,63,50,8,52,27
23,3,17,35,56,61,34,51,17,28,37,25,23,0,54,12,46,15,51,44,58,7,43,18,6,42,13,2,48,5,10,53,21,57,20,26,9,25,43,4,10,36,49,1,36,28,49,60,29,59,24,55,31,41,32,16,33,62,30,14,50,18,39,63
59,11,17,35,56,61,53,51,47,28,37,40,23,8,34,12,46,15,3,44,37,7,43,54,6,60,13,2,48,5,29,2,29,57,20,26,9,60,43,4,47,50,58,1,38,36,10,61,56,49,24,55,31,19,13,16,33,63,30,14,50,18,39,44
59,3,14,35,19,47,40,51,17,28,37,40,23,0,6,12,46,15,51,44,58,32,43,7,6,42,16,2,48,5,18,53,21,57,20,26,9,62,11,4,10,36,55,1,38,46,10,61,29,49,24,17,31,33,13,16,0,62,30,14,29,18,39,1
59,3,14,35,19,47,40,51,17,28,37,40,23,0,6,12,46,15,51,44,58,32,43,7,6,60,16,2,48,5,18,53,21,57,20,26,9,0,11,4,10,36,55,1,38,46,10,61,56,49,24,17,31,33,13,16,0,62,30,14,29,18,39,1
59,3,14,35,56,50,34,51,17,28,37,40,23,8,54,11,46,15,55,44,58,62,43,7,6,60,13,2,48,5,18,53,21,57,20,26,9,0,43,4,10,39,58,1,36,46,49,41,29,56,24,55,31,19,13,16,33,62,30,14,45,18,52,1
59,3,14,35,56,11,49,51,17,28,37,40,23,8,54,12,46,15,18,44,58,45,43,7,6,60,16,2,48,5,18,53,21,57,20,26,9,60,61,4,47,62,58,1,36,46,10,61,29,32,24,22,31,19,13,16,33,62,30,14,45,32,55,63
59,3,14,35,56,41,36,51,47,28,37,40,19,9,54,12,46,15,55,44,58,32,43,7,6,56,13,2,48,5,18,53,21,57,20,26,9,60,7,4,10,50,60,1,34,61,49,61,56,0,24,45,31,33,13,16,33,62,30,14,45,18,39,63
59,11,14,35,19,47,34,51,41,28,37,40,23,9,54,12,46,15,3,44,58,7,43,49,6,60,13,2,48,5,10,53,21,57,20,26,9,0,43,4,47,50,27,1,38,28,49,61,29,56,24,55,31,33,13,16,24,62,30,51,50,18,52,63
59,3,14,35,19,61,34,51,47,28,37,40,23,0,42,11,46,15,55,44,58,7,43,18,6,60,13,0,48,5,52,53,21,57,38,26,9,54,22,4,10,50,58,1,36,30,34,27,29,49,24,17,31,56,13,16,33,62,30,14,45,32,52,63
59,3,14,35,56,41,49,51,17,28,37,40,23,8,54,12,46,15,51,44,58,7,43,54,6,60,13,2,48,5,10,53,21,57,20,26,9,0,43,4,47,62,58,1,36,46,10,60,29,32,24,55,31,33,13,16,33,63,30,27,50,18,55,1
59,3,17,35,56,41,34,51,47,28,37,40,23,44,54,11,46,15,51,8,58,32,43,18,6,60,13,2,48,5,10,53,21,57,20,26,9,54,22,4,47,62,55,1,36,46,49,61,29,0,24,55,31,41,13,16,33,7,30,14,50,18,39,63
59,3,14,35,56,41,34,51,17,28,37,40,23,8,54,11,46,15,45,44,58,7,43,49,6,60,39,2,48,5,18,53,21,57,20,26,9,60,43,4,10,50,27,1,36,28,10,61,56,0,24,55,31,33,13,16,24,38,30,62,45,18,52,63
59,3,14,35,19,41,34,51,17,28,37,40,23,8,54,12,46,15,51,44,58,32,43,49,6,60,13,2,48,5,52,53,21,57,20,26,9,25,61,4,47,62,60,1,36,61,10,61,29,0,24,22,31,19,13,16,33,62,30,27,45,18,55,63
59,3,14,35,56,41,34,51,17,28,37,40,23,8,54,12,46,15,57,44,58,7,43,49,6,60,13,2,48,5,8,2,21,57,20,26,9,25,43,4,47,51,27,1,36,61,49,61,29,3,24,55,31,33,13,16,0,62,30,14,45,18,39,63
59,3,52,35,19,41,34,51,61,28,37,40,23,44,54,12,46,15,45,25,58,7,43,49,6,60,13,2,48,5,18,53,21,57,20,26,9,60,22,4,10,50,60,1,36,30,49,61,29,0,24,55,31,33,38,16,33,62,30,14,50,18,55,63
59,3,14,35,56,11,34,51,17,28,37,40,23,44,54,12,46,15,51,44,58,7,43,49,6,60,13,2,48,5,1,53,21,57,20,26,9,25,22,4,47,36,60,1,38,30,10,61,29,0,24,55,31,19,13,16,33,7,30,14,50,18,52,41
59,3,14,35,56,47,34,51,17,28,37,40,23,8,54,12,46,15,51,44,58,32,43,49,6,60,13,2,48,5,18,53,21,57,20,26,9,60,22,4,47,50,58,1,36,30,63,61,29,0,24,55,31,2,13,16,33,62,30,14,45,18,52,41
59,3,14,35,56,47,34,51,17,28,37,40,23,9,54,12,46,15,51,44,58,25,43,7,6,60,13,2,48,5,52,53,21,57,20,26,9,0,61,4,47,50,60,1,36,28,10,61,29,49,24,45,31,19,13,16,33,62,30,63,45,18,52,1
59,3,14,35,56,47,34,51,17,19,37,40,23,8,54,12,46,15,57,44,58,25,43,49,6,60,13,2,48,5,18,53,21,57,20,26,9,60,43,4,47,1,55,1,36,46,10,61,29,0,24,55,31,62,13,16,33,63,30,27,50,18,55,41
59,3,14,35,56,41,34,51,17,28,37,40,23,8,54,12,46,15,57,44,58,25,43,7,6,60,13,2,48,5,18,53,21,57,20,26,9,54,43,4,47,50,58,1,36,28,49,61,29,0,24,55,31,19,13,16,33,62,30,27,45,18,52,1
59,11,14,35,56,47,34,51,17,28,37,40,23,8,54,12,46,15,57,44,58,7,43,49,6,60,13,2,48,5,1,53,21,57,20,26,9,0,61,4,10,1,50,1,38,46,10,61,29,0,24,55,31,49,13,16,33,62,30,27,45,18,39,41
